order,Catalogue Number,Species,genus,Longitude,Latitude,Coordinate Uncertainty in Metres
14440,,Pomaderris ferruginea,Pomaderris,149.225,-37.3361,1000
14465,,Pomaderris ferruginea,Pomaderris,149.8176617,-37.42642798,1000
14466,,Pomaderris ferruginea,Pomaderris,152.5,-28.2,1000
14493,,Pomaderris ferruginea,Pomaderris,150.0386489,-32.5404078,50
14497,,Pomaderris ferruginea,Pomaderris,149.9333,-36.5528,1000
14499,,Pomaderris ferruginea,Pomaderris,149.935,-36.5528,1000
14522,,Pomaderris ferruginea,Pomaderris,150.0494,-36.5,1000
14525,,Pomaderris ferruginea,Pomaderris,149.6828,-37.2694,1000
14526,,Pomaderris ferruginea,Pomaderris,151.1759341,-33.51529571,1000
14548,,Pomaderris ferruginea,Pomaderris,149.6828,-37.2694,50
14556,,Pomaderris ferruginea,Pomaderris,149.6828,-37.2694,50
14567,,Pomaderris ferruginea,Pomaderris,150.0692616,-36.05010467,200
14568,,Pomaderris ferruginea,Pomaderris,149.2514,-37.6861,1000
14570,,Pomaderris ferruginea,Pomaderris,149.3634975,-37.1127993,1000
14621,,Pomaderris ferruginea,Pomaderris,144.175,-37.8833,1000
14631,,Pomaderris ferruginea,Pomaderris,149.75,-37.27,1000
14643,,Pomaderris ferruginea,Pomaderris,148.7694,-37.7583,1000
14652,,Pomaderris ferruginea,Pomaderris,149.9333,-36.7167,1000
14683,,Pomaderris ferruginea,Pomaderris,151.2381168,-33.85071466,1000
14686,,Pomaderris ferruginea,Pomaderris,150.2986,-34.6778,1000
14687,,Pomaderris ferruginea,Pomaderris,149.75,-37.2667,1000
14690,,Pomaderris ferruginea,Pomaderris,149.9333,-36.725,1000
14696,,Pomaderris ferruginea,Pomaderris,152.6741244,-27.1028509,100
14706,,Pomaderris ferruginea,Pomaderris,144.22,-37.8933,1000
14732,,Pomaderris ferruginea,Pomaderris,152.3730311,-28.1231301,100
14797,,Pomaderris ferruginea,Pomaderris,150.95446,-33.9623539,5
14814,,Pomaderris ferruginea,Pomaderris,152.5744113,-28.2514598,100
14824,,Pomaderris ferruginea,Pomaderris,149.5083,-36.875,1000
14848,,Pomaderris ferruginea,Pomaderris,152.95,-27.4833,1000
14852,,Pomaderris ferruginea,Pomaderris,149.5083,-36.875,1000
14857,,Pomaderris ferruginea,Pomaderris,152.9448848,-27.4877661,100
14864,,Pomaderris ferruginea,Pomaderris,149.975,-36.6625,1000
14867,,Pomaderris ferruginea,Pomaderris,149.5083333,-36.875,1000
14872,,Pomaderris ferruginea,Pomaderris,149.8361,-37.2528,1000
14880,,Pomaderris ferruginea,Pomaderris,149.975,-36.6625,50
14892,,Pomaderris ferruginea,Pomaderris,152.9833,-26.4,1000
14918,,Pomaderris ferruginea,Pomaderris,150.279891,-34.68338347,1000
15093,,Pomaderris ferruginea,Pomaderris,148.6833,-37.4347,1000
15101,,Pomaderris ferruginea,Pomaderris,150.3892805,-35.17089988,1000
15226,,Pomaderris ferruginea,Pomaderris,150.9966982,-33.91084003,1000
15230,,Pomaderris ferruginea,Pomaderris,147.725,-37.7167,1000
15241,,Pomaderris ferruginea,Pomaderris,150.5833,-34.5833,1000
15246,,Pomaderris ferruginea,Pomaderris,150.1345393,-35.698438,200
15263,,Pomaderris ferruginea,Pomaderris,147.7833,-37.6847,1000
15271,,Pomaderris ferruginea,Pomaderris,150.3269,-32.5703,1000
15300,,Pomaderris ferruginea,Pomaderris,151.1716667,-33.715,50
15308,,Pomaderris ferruginea,Pomaderris,152.65,-31.4667,1000
15315,,Pomaderris ferruginea,Pomaderris,153.2111111,-28.1956944,100
15349,,Pomaderris ferruginea,Pomaderris,152.1100556,-25.4302222,100
15399,,Pomaderris ferruginea,Pomaderris,150.4119568,-34.43655159,1000
15436,,Pomaderris ferruginea,Pomaderris,150.05,-35.4917,1000
15443,,Pomaderris ferruginea,Pomaderris,152.7936944,-27.4815833,100
15451,,Pomaderris ferruginea,Pomaderris,150.201206,-35.81510467,200
15471,,Pomaderris ferruginea,Pomaderris,150.05,-35.4917,1000
15476,,Pomaderris ferruginea,Pomaderris,152.8974577,-27.4609064,100
15581,,Pomaderris ferruginea,Pomaderris,149.9061111,-35.92722222,50
15605,,Pomaderris ferruginea,Pomaderris,146.4333,-38.15,1000
15637,,Pomaderris ferruginea,Pomaderris,151.0836,-23.8103,50
15696,,Pomaderris ferruginea,Pomaderris,148.1667,-37.825,1000
15709,,Pomaderris ferruginea,Pomaderris,149.6722,-37.2694,1000
15722,,Pomaderris ferruginea,Pomaderris,147.1583,-37.7625,1000
15723,,Pomaderris ferruginea,Pomaderris,149.3176694,-37.48198702,1000
15924,,Pomaderris ferruginea,Pomaderris,149.9167,-37.3167,1000
15960,,Pomaderris ferruginea,Pomaderris,147.8833,-37.5278,1000
16036,,Pomaderris ferruginea,Pomaderris,150.7931,-33.4986,1000
16054,,Pomaderris ferruginea,Pomaderris,152.4278,-31.15,20
16084,,Pomaderris ferruginea,Pomaderris,150.12,-33.98,1000
16098,,Pomaderris ferruginea,Pomaderris,149.8945393,-36.42704911,200
16165,,Pomaderris ferruginea,Pomaderris,144.5181,-37.6375,1000
16204,,Pomaderris ferruginea,Pomaderris,147.8835833,-37.5244167,50
16215,,Pomaderris ferruginea,Pomaderris,149.9333,-37.3833,1000
16234,,Pomaderris ferruginea,Pomaderris,144.1161,-38.4108,1000
16251,,Pomaderris ferruginea,Pomaderris,147.8833,-37.5278,1000
16270,,Pomaderris ferruginea,Pomaderris,149.6833,-36.1833,1000
16386,,Pomaderris ferruginea,Pomaderris,149.0055556,-36.8472222,1000
16396,,Pomaderris ferruginea,Pomaderris,150.645,-34.2469,50
16425,,Pomaderris ferruginea,Pomaderris,144.1667,-37.8667,1000
16440,,Pomaderris ferruginea,Pomaderris,150.5917,-34.2458,1000
16458,,Pomaderris ferruginea,Pomaderris,149.0056,-36.8472,50
16460,,Pomaderris ferruginea,Pomaderris,149.1056,-36.8472,50
16484,,Pomaderris ferruginea,Pomaderris,149.8333,-37.25,1000
16522,,Pomaderris ferruginea,Pomaderris,149.0056,-36.8472,1000
16577,,Pomaderris ferruginea,Pomaderris,149.9133,-36.8619,1000
16614,,Pomaderris ferruginea,Pomaderris,153.27,-28.4,1000
16651,,Pomaderris ferruginea,Pomaderris,150.5916667,-34.2458333,50
16672,,Pomaderris ferruginea,Pomaderris,149.9133,-36.8619,50
16685,,Pomaderris ferruginea,Pomaderris,149.1056,-36.8472,50
16759,,Pomaderris ferruginea,Pomaderris,149.3708,-37.2875,1000
16763,,Pomaderris ferruginea,Pomaderris,149.1583,-37.7,1000
16794,,Pomaderris ferruginea,Pomaderris,150.2667,-33.5,1000
16814,,Pomaderris ferruginea,Pomaderris,150.9568676,-33.97691906,1000
16821,,Pomaderris ferruginea,Pomaderris,149.3806,-37.2889,1000
16830,,Pomaderris ferruginea,Pomaderris,150.4,-35.5,1000
16837,,Pomaderris ferruginea,Pomaderris,150.54594,-34.21178,6
16845,,Pomaderris ferruginea,Pomaderris,149.9433,-37.4411,50
16860,,Pomaderris ferruginea,Pomaderris,150.1333,-36.1167,1000
16866,,Pomaderris ferruginea,Pomaderris,152.98,-26.39,100
16894,,Pomaderris ferruginea,Pomaderris,150.001206,-36.198438,200
16898,,Pomaderris ferruginea,Pomaderris,150.201206,-35.81510467,200
16910,,Pomaderris ferruginea,Pomaderris,149.9356,-36.5486,50
16911,,Pomaderris ferruginea,Pomaderris,150.201206,-35.81510467,200
16919,,Pomaderris ferruginea,Pomaderris,151.0881667,-33.8996944,50
16924,,Pomaderris ferruginea,Pomaderris,148.3944,-37.3111,1000
16926,,Pomaderris ferruginea,Pomaderris,150.017551,-33.815225,1000
16934,,Pomaderris ferruginea,Pomaderris,150.0913889,-36.23,50
16937,,Pomaderris ferruginea,Pomaderris,150.05,-36.1,1000
16962,,Pomaderris ferruginea,Pomaderris,149.9933,-32.7283,1000
16983,,Pomaderris ferruginea,Pomaderris,150.7825,-34.4292,1000
16987,,Pomaderris ferruginea,Pomaderris,150.2640842,-34.3332683,1000
16990,,Pomaderris ferruginea,Pomaderris,150.54678,-34.18608,9
17013,,Pomaderris ferruginea,Pomaderris,151.6833,-26.3667,1000
17064,,Pomaderris ferruginea,Pomaderris,149.9464,-37.3772,500
17065,,Pomaderris ferruginea,Pomaderris,150.0028,-37.2333,1000
17067,,Pomaderris ferruginea,Pomaderris,150.5467,-34.1861,50
17069,,Pomaderris ferruginea,Pomaderris,149.9236,-37.5125,1000
17081,,Pomaderris ferruginea,Pomaderris,150.4,-34.85,1000
17098,,Pomaderris ferruginea,Pomaderris,148.6064,-37.6067,1000
17106,,Pomaderris ferruginea,Pomaderris,150.5458,-34.2117,50
17122,,Pomaderris ferruginea,Pomaderris,150.9210993,-33.99905986,1000
17124,,Pomaderris ferruginea,Pomaderris,144.1847,-37.8694,1000
17181,,Pomaderris ferruginea,Pomaderris,150.022222,-35.953333,150
17184,,Pomaderris ferruginea,Pomaderris,150.6392,-33.6686,10
17241,,Pomaderris ferruginea,Pomaderris,147.9413889,-37.51777778,50
17249,,Pomaderris ferruginea,Pomaderris,146.6783,-37.7375,1000
17252,,Pomaderris ferruginea,Pomaderris,149.3578,-37.2769,1000
17265,,Pomaderris ferruginea,Pomaderris,149.8388889,-37.47611111,50
17271,,Pomaderris ferruginea,Pomaderris,149.3592,-37.2747,1000
17286,,Pomaderris ferruginea,Pomaderris,149.9375,-36.8008333,50
17311,,Pomaderris ferruginea,Pomaderris,150.2667,-33.1167,1000
17328,,Pomaderris ferruginea,Pomaderris,149.9833,-34.45,1000
17340,,Pomaderris ferruginea,Pomaderris,150.02222,-35.95336,50
17348,,Pomaderris ferruginea,Pomaderris,150.8483524,-34.39181962,1000
17400,,Pomaderris ferruginea,Pomaderris,146.6783,-37.7375,1000
17486,,Pomaderris ferruginea,Pomaderris,150.6392,-33.6686,50
17502,,Pomaderris ferruginea,Pomaderris,146.6793742,-37.73617584,150
17513,,Pomaderris ferruginea,Pomaderris,148.78,-36,1000
17575,,Pomaderris ferruginea,Pomaderris,150.0222,-35.9533,1000
17617,,Pomaderris ferruginea,Pomaderris,149.9433,-37.4411,50
17665,,Pomaderris ferruginea,Pomaderris,149.83,-37.25,1000
17687,,Pomaderris ferruginea,Pomaderris,153.2,-28.1833,1000
17763,,Pomaderris ferruginea,Pomaderris,150,-37.1667,1000
17883,,Pomaderris ferruginea,Pomaderris,150.2123171,-35.71149356,200
17915,,Pomaderris ferruginea,Pomaderris,150.4611,-34.4358,50
17961,,Pomaderris ferruginea,Pomaderris,149.9464,-37.3772,500
17962,,Pomaderris ferruginea,Pomaderris,149.2291667,-37.33472222,50
17964,,Pomaderris ferruginea,Pomaderris,146.6783,-37.7375,1000
17993,,Pomaderris ferruginea,Pomaderris,147.11,-37.76666667,1000
18029,,Pomaderris ferruginea,Pomaderris,146.5333,-38.0833,1000
18032,,Pomaderris ferruginea,Pomaderris,150.08,-34.17,1000
18059,,Pomaderris ferruginea,Pomaderris,152.79388,-27.30932,100
18061,,Pomaderris ferruginea,Pomaderris,144.1161,-38.4108,1000
18127,,Pomaderris ferruginea,Pomaderris,151.0294558,-33.97226,5
18146,,Pomaderris ferruginea,Pomaderris,148.6167,-37.7,1000
18218,,Pomaderris ferruginea,Pomaderris,150.1833,-32.85,1000
18321,,Pomaderris ferruginea,Pomaderris,151.067535,-33.815218,1000
18334,,Pomaderris ferruginea,Pomaderris,150.1167,-33.9833,1000
18357,,Pomaderris ferruginea,Pomaderris,152.3833,-28.2333,1000
18377,,Pomaderris ferruginea,Pomaderris,149.2672,-37.7275,1000
18420,,Pomaderris ferruginea,Pomaderris,150.0333,-35.9833,1000
18429,,Pomaderris ferruginea,Pomaderris,150.9444,-33.5833,1000
18431,,Pomaderris ferruginea,Pomaderris,150.6975,-33.6139,300
18435,,Pomaderris ferruginea,Pomaderris,146.825,-37.8389,1000
18442,,Pomaderris ferruginea,Pomaderris,150.1586,-33.0367,50
18445,,Pomaderris ferruginea,Pomaderris,151.6,-26.1167,1000
18446,,Pomaderris ferruginea,Pomaderris,148.375,-37.6417,1000
18454,,Pomaderris ferruginea,Pomaderris,150.7153,-34.1917,1000
18465,,Pomaderris ferruginea,Pomaderris,151.08,-33.85,1000
18488,,Pomaderris ferruginea,Pomaderris,149.0264,-36.8056,1000
18510,,Pomaderris ferruginea,Pomaderris,149.92,-36.82,1000
18523,,Pomaderris ferruginea,Pomaderris,146.9417,-37.8,1000
18571,,Pomaderris ferruginea,Pomaderris,151.0881667,-33.8996944,50
18596,,Pomaderris ferruginea,Pomaderris,148.395457,-37.3097714,150
18602,,Pomaderris ferruginea,Pomaderris,150.6289,-34.2028,1000
18633,,Pomaderris ferruginea,Pomaderris,151.2,-33.47,5
18641,,Pomaderris ferruginea,Pomaderris,153.2708,-28.2208,1000
18663,,Pomaderris ferruginea,Pomaderris,149.8667,-37.4583,1000
18693,,Pomaderris ferruginea,Pomaderris,151.45,-33.45,1000
18695,,Pomaderris ferruginea,Pomaderris,150.7153,-34.1917,1000
18705,,Pomaderris ferruginea,Pomaderris,150.9020961,-34.39990309,1000
18731,,Pomaderris ferruginea,Pomaderris,150.9210993,-33.99905986,1000
18735,,Pomaderris ferruginea,Pomaderris,149.8333,-36.0889,1000
18756,,Pomaderris ferruginea,Pomaderris,149.924535,-37.511069,1000
18757,,Pomaderris ferruginea,Pomaderris,150.2178727,-35.61510467,200
18768,,Pomaderris ferruginea,Pomaderris,150.4,-35.5,1000
18793,,Pomaderris ferruginea,Pomaderris,150.3833,-34.8333,1000
18802,,Pomaderris ferruginea,Pomaderris,144.233333,-37.75,1000
18813,,Pomaderris ferruginea,Pomaderris,150.0028,-37.2403,1000
18850,,Pomaderris ferruginea,Pomaderris,149.9667,-36.0167,1000
18879,,Pomaderris ferruginea,Pomaderris,147.9978,-37.4667,1000
18905,,Pomaderris ferruginea,Pomaderris,151.0106389,-33.7870833,1000
18914,,Pomaderris ferruginea,Pomaderris,152.6333,-27.1,1000
18953,,Pomaderris ferruginea,Pomaderris,150.98,-34.08,500
19013,,Pomaderris ferruginea,Pomaderris,144.1161,-38.4108,1000
19066,,Pomaderris ferruginea,Pomaderris,147.9486111,-37.52083333,1000
19069,,Pomaderris ferruginea,Pomaderris,150.6292,-33.525,1000
19087,,Pomaderris ferruginea,Pomaderris,149.9333,-37.3833,1000
19141,,Pomaderris ferruginea,Pomaderris,147.884288,-37.526362,1000
19156,,Pomaderris ferruginea,Pomaderris,146.9417,-37.8,1000
19160,,Pomaderris ferruginea,Pomaderris,150.9417558,-34.29268822,1000
19170,,Pomaderris ferruginea,Pomaderris,149.3806,-37.2889,50
19177,,Pomaderris ferruginea,Pomaderris,149.85,-37,1000
19179,,Pomaderris ferruginea,Pomaderris,150.4,-35.5,1000
19187,,Pomaderris ferruginea,Pomaderris,149.9236,-37.5125,50
19191,,Pomaderris ferruginea,Pomaderris,150.617542,-33.765221,1000
19192,,Pomaderris ferruginea,Pomaderris,150.2833,-32.4333,1000
19202,,Pomaderris ferruginea,Pomaderris,149.8333,-36.0889,1000
19214,,Pomaderris ferruginea,Pomaderris,149.8667,-37.4583,1000
19223,,Pomaderris ferruginea,Pomaderris,150.2642616,-35.34927133,200
19225,,Pomaderris ferruginea,Pomaderris,150.98,-34.08,500
19227,,Pomaderris ferruginea,Pomaderris,149.8167,-37.4,1000
19239,,Pomaderris ferruginea,Pomaderris,149.95,-37.3667,1000
19244,,Pomaderris ferruginea,Pomaderris,150.9020961,-34.39990309,1000
19246,,Pomaderris ferruginea,Pomaderris,149.3708,-37.2875,50
19257,,Pomaderris ferruginea,Pomaderris,150.4,-34.85,1000
19262,,Pomaderris ferruginea,Pomaderris,150.9020961,-34.39990309,1000
19269,,Pomaderris ferruginea,Pomaderris,149.1583,-37.7,1000
19271,,Pomaderris ferruginea,Pomaderris,150.2167,-34.7333,1000
19277,,Pomaderris ferruginea,Pomaderris,150.95,-33.95,1000
19279,,Pomaderris ferruginea,Pomaderris,153.2667,-28.2167,1000
19295,,Pomaderris ferruginea,Pomaderris,150.1833,-32.85,1000
19298,,Pomaderris ferruginea,Pomaderris,149.9464,-37.3772,500
19300,,Pomaderris ferruginea,Pomaderris,149.1583,-37.6333,1000
19308,,Pomaderris ferruginea,Pomaderris,150.5933,-34.9,200
19315,,Pomaderris ferruginea,Pomaderris,150.1586111,-33.0366667,50
19329,,Pomaderris ferruginea,Pomaderris,150.05,-36.1,1000
19332,,Pomaderris ferruginea,Pomaderris,144.1807966,-37.86814086,1000
19338,,Pomaderris ferruginea,Pomaderris,149.1583,-37.6917,1000
19339,,Pomaderris ferruginea,Pomaderris,149.5,-36.8833,1000
14158,,Pomaderris flabellaris,Pomaderris,135.9833,-34.1583,1000
14192,,Pomaderris flabellaris,Pomaderris,135.9333,-34.7833,1000
15297,,Pomaderris flabellaris,Pomaderris,135.8511231,-34.73208005,1000
15462,,Pomaderris flabellaris,Pomaderris,135.9927889,-34.7320789,1000
15568,,Pomaderris flabellaris,Pomaderris,135.734722,-34.661667,15
16019,,Pomaderris flabellaris,Pomaderris,136.195833,-34.067778,15
16068,,Pomaderris flabellaris,Pomaderris,135.7927878,-34.49457903,1000
16086,,Pomaderris flabellaris,Pomaderris,135.5583,-34.5083,1000
16122,,Pomaderris flabellaris,Pomaderris,135.5844545,-34.39874712,1000
16192,,Pomaderris flabellaris,Pomaderris,135.743889,-34.59,15
16238,,Pomaderris flabellaris,Pomaderris,135.9386214,-34.64930182,1000
16246,,Pomaderris flabellaris,Pomaderris,135.9925137,-34.96263636,1000
16254,,Pomaderris flabellaris,Pomaderris,135.395556,-34.3275,15
16287,,Pomaderris flabellaris,Pomaderris,135.4844568,-34.51541566,1000
16302,,Pomaderris flabellaris,Pomaderris,135.466111,-34.508611,15
16407,,Pomaderris flabellaris,Pomaderris,135.6667,-34.5167,1000
16485,,Pomaderris flabellaris,Pomaderris,135.6677892,-34.51541417,1000
16638,,Pomaderris flabellaris,Pomaderris,135.6667,-34.5167,1000
16714,,Pomaderris flabellaris,Pomaderris,135.907222,-34.315833,15
16727,,Pomaderris flabellaris,Pomaderris,135.67,-34.52,1000
16749,,Pomaderris flabellaris,Pomaderris,135.8292,-34.4375,1000
16750,,Pomaderris flabellaris,Pomaderris,135.9591796,-34.85041392,150
16756,,Pomaderris flabellaris,Pomaderris,135.5511216,-34.38208028,1000
16772,,Pomaderris flabellaris,Pomaderris,136.111944,-33.913889,150
16781,,Pomaderris flabellaris,Pomaderris,135.976075,-34.957,1000
16783,,Pomaderris flabellaris,Pomaderris,135.6667,-34.625,1000
16824,,Pomaderris flabellaris,Pomaderris,135.3761229,-34.35708154,1000
16857,,Pomaderris flabellaris,Pomaderris,135.9333,-34.7667,1000
16882,,Pomaderris flabellaris,Pomaderris,135.965,-34.320278,15
16900,,Pomaderris flabellaris,Pomaderris,135.9344558,-34.76541358,1000
16916,,Pomaderris flabellaris,Pomaderris,135.67,-34.625,1000
16950,,Pomaderris flabellaris,Pomaderris,136.1344441,-33.91540678,1000
16978,,Pomaderris flabellaris,Pomaderris,136.756944,-33.635833,15
16979,,Pomaderris flabellaris,Pomaderris,135.975,-34.9583,1000
17045,,Pomaderris flabellaris,Pomaderris,135.5011229,-34.4487481,1000
17052,,Pomaderris flabellaris,Pomaderris,135.371111,-34.356944,15
17079,,Pomaderris flabellaris,Pomaderris,135.9344559,-34.77374663,1000
17104,,Pomaderris flabellaris,Pomaderris,136.1333,-33.9167,1000
17651,,Pomaderris flabellaris,Pomaderris,135.6764003,-34.52874719,1000
17698,,Pomaderris flabellaris,Pomaderris,135.6764003,-34.52874719,150
17865,,Pomaderris flabellaris,Pomaderris,136.76,-33.636667,15
17890,,Pomaderris flabellaris,Pomaderris,136.490278,-33.65,15
18053,,Pomaderris flabellaris,Pomaderris,135.7917,-34.4958,1000
18074,,Pomaderris flabellaris,Pomaderris,135.559456,-34.507081,1000
18077,,Pomaderris flabellaris,Pomaderris,135.6917,-34.5917,1000
18081,,Pomaderris flabellaris,Pomaderris,135.991667,-34.234722,150
18087,,Pomaderris flabellaris,Pomaderris,135.6761224,-34.54041426,1000
18113,,Pomaderris flabellaris,Pomaderris,136.6261038,-33.65706742,1000
18131,,Pomaderris flabellaris,Pomaderris,135.829167,-34.465,15
18155,,Pomaderris flabellaris,Pomaderris,135.884167,-34.398889,15
18199,,Pomaderris flabellaris,Pomaderris,135.6927899,-34.59041444,1000
18245,,Pomaderris flabellaris,Pomaderris,135.8261204,-34.48207868,1000
18278,,Pomaderris flabellaris,Pomaderris,135.9355669,-34.77735765,1000
18293,,Pomaderris flabellaris,Pomaderris,136.051667,-34.280833,15
18305,,Pomaderris flabellaris,Pomaderris,135.675,-34.5417,1000
18360,,Pomaderris flabellaris,Pomaderris,135.3677898,-34.34874855,1000
18384,,Pomaderris flabellaris,Pomaderris,135.4833,-34.5167,1000
18388,,Pomaderris flabellaris,Pomaderris,135.4177882,-34.24874752,1000
18679,,Pomaderris flabellaris,Pomaderris,135.9333,-34.775,1000
18800,,Pomaderris flabellaris,Pomaderris,135.975,-34.9583333,1000
18840,,Pomaderris flabellaris,Pomaderris,135.483333,-34.416667,1000
18901,,Pomaderris flabellaris,Pomaderris,135.548056,-34.360833,15
18921,,Pomaderris flabellaris,Pomaderris,135.825,-34.4833,1000
19051,,Pomaderris flabellaris,Pomaderris,135.884167,-34.398889,15
19139,,Pomaderris flabellaris,Pomaderris,135.9844485,-34.18207557,1000
19178,,Pomaderris flabellaris,Pomaderris,135.8167,-34.4417,1000
19188,,Pomaderris flabellaris,Pomaderris,135.375,-34.3583,1000
19283,,Pomaderris flabellaris,Pomaderris,135.93,-34.775,1000
19303,,Pomaderris flabellaris,Pomaderris,135.6677905,-34.62374786,1000
19325,,Pomaderris flabellaris,Pomaderris,135.9761247,-34.95708046,1000
14508,,Pomaderris forrestiana,Pomaderris,126.0972718,-32.08116125,100
14823,,Pomaderris forrestiana,Pomaderris,125.3661964,-32.28356018,100
14863,,Pomaderris forrestiana,Pomaderris,129.0833,-31.6667,1000
15097,,Pomaderris forrestiana,Pomaderris,126.0667,-32.1333,1000
15227,,Pomaderris forrestiana,Pomaderris,126.915481,-31.96121769,100
15288,,Pomaderris forrestiana,Pomaderris,129.886667,-31.577222,15
15292,,Pomaderris forrestiana,Pomaderris,129.1344722,-31.66127988,1000
15296,,Pomaderris forrestiana,Pomaderris,121.7850764,-32.21121233,100
15311,,Pomaderris forrestiana,Pomaderris,127.0167,-31.9,1000
15313,,Pomaderris forrestiana,Pomaderris,126.891233,-31.9741,100
15324,,Pomaderris forrestiana,Pomaderris,129.05,-31.6,1000
15330,,Pomaderris forrestiana,Pomaderris,126.6794837,-32.02708754,100
15334,,Pomaderris forrestiana,Pomaderris,126.5255517,-32.0454561,100
15386,,Pomaderris forrestiana,Pomaderris,126.617117,-32.029733,100
15401,,Pomaderris forrestiana,Pomaderris,129.003889,-31.6425,15
15640,,Pomaderris forrestiana,Pomaderris,121.3322,-31.0547,50
15705,,Pomaderris forrestiana,Pomaderris,121.3336713,-31.05342911,100
15937,,Pomaderris forrestiana,Pomaderris,125.4178333,-32.28214675,1000
16800,,Pomaderris forrestiana,Pomaderris,120.5319444,-32.2394444,1000
16847,,Pomaderris forrestiana,Pomaderris,121.1667,-30.95,1000
16861,,Pomaderris forrestiana,Pomaderris,121.7436,-32.155,1000
16933,,Pomaderris forrestiana,Pomaderris,121.6242,-32.5728,1000
16972,,Pomaderris forrestiana,Pomaderris,121.7322,-32.1525,50
16977,,Pomaderris forrestiana,Pomaderris,129.1294,-31.6611,50
16988,,Pomaderris forrestiana,Pomaderris,129.0178068,-31.64878069,1000
17053,,Pomaderris forrestiana,Pomaderris,121.6242,-32.5728,1000
17071,,Pomaderris forrestiana,Pomaderris,121.6242,-32.5728,1000
17791,,Pomaderris forrestiana,Pomaderris,129.1066954,-31.66544713,1000
18007,,Pomaderris forrestiana,Pomaderris,121.801149,-32.2821,1000
18025,,Pomaderris forrestiana,Pomaderris,121.0820144,-31.06375,100
18196,,Pomaderris forrestiana,Pomaderris,120.7653638,-32.50872725,100
18203,,Pomaderris forrestiana,Pomaderris,121.8111,-32.1475,1000
18231,,Pomaderris forrestiana,Pomaderris,121.811888,-32.147361,1000
18327,,Pomaderris forrestiana,Pomaderris,121.81225,-32.148028,100
18433,,Pomaderris forrestiana,Pomaderris,120.0248172,-33.92359606,1000
18518,,Pomaderris forrestiana,Pomaderris,129.079444,-31.640833,150
18520,,Pomaderris forrestiana,Pomaderris,121.701944,-32.445,10
18594,,Pomaderris forrestiana,Pomaderris,129.079444,-31.640833,150
18694,,Pomaderris forrestiana,Pomaderris,128.3844782,-31.79878664,1000
18710,,Pomaderris forrestiana,Pomaderris,129.0833,-31.6611,1000
18765,,Pomaderris forrestiana,Pomaderris,127.6178176,-31.89046027,1000
18929,,Pomaderris forrestiana,Pomaderris,121.8,-32.283333,1000
18942,,Pomaderris forrestiana,Pomaderris,121.4410292,-31.03552,100
19182,,Pomaderris forrestiana,Pomaderris,120.5319444,-32.23944444,100
19208,,Pomaderris forrestiana,Pomaderris,121.7322,-32.1525,1000
19292,,Pomaderris forrestiana,Pomaderris,121.7986802,-32.1943981,1000
14102,,Pomaderris gilmourii,Pomaderris,149.9056,-35.8478,1000
14135,,Pomaderris gilmourii,Pomaderris,149.7167,-35.9,1000
14151,,Pomaderris gilmourii,Pomaderris,148.41144,-35.36433,5
14162,,Pomaderris gilmourii,Pomaderris,149.9056,-35.8472,1000
14197,,Pomaderris gilmourii,Pomaderris,149.9065314,-35.84642158,150
14206,,Pomaderris gilmourii,Pomaderris,149.9056,-35.8478,1000
14233,,Pomaderris gilmourii,Pomaderris,149.9056,-35.8478,1000
14776,,Pomaderris gilmourii,Pomaderris,149.9061111,-35.92722222,50
14925,,Pomaderris gilmourii,Pomaderris,149.8833,-35.95,50
14975,,Pomaderris gilmourii,Pomaderris,149.8833,-35.95,1000
15060,,Pomaderris gilmourii,Pomaderris,149.9028,-35.8875,1000
15142,,Pomaderris gilmourii,Pomaderris,149.88,-35.95,1000
15181,,Pomaderris gilmourii,Pomaderris,149.9,-35.93,1000
15764,,Pomaderris gilmourii,Pomaderris,149.9,-35.9167,1000
15798,,Pomaderris gilmourii,Pomaderris,149.9061111,-35.92722222,50
15998,,Pomaderris gilmourii,Pomaderris,149.9041667,-35.9266667,50
16422,,Pomaderris gilmourii,Pomaderris,149.9,-35.9333,1000
16643,,Pomaderris gilmourii,Pomaderris,149.9,-35.9333,1000
16721,,Pomaderris gilmourii,Pomaderris,149.9167,-35.9167,1000
17165,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17217,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,250
17242,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17350,,Pomaderris gilmourii,Pomaderris,149.906463,-35.92912,1000
17355,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,50
17374,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17385,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17386,,Pomaderris gilmourii,Pomaderris,149.7903,-35.9367,1000
17410,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17411,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17415,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
17447,,Pomaderris gilmourii,Pomaderris,149.90372,-35.93589,5
17462,,Pomaderris gilmourii,Pomaderris,149.906463,-35.92912,1000
17510,,Pomaderris gilmourii,Pomaderris,149.906463,-35.92912,1000
17544,,Pomaderris gilmourii,Pomaderris,149.9056,-35.9306,1000
